age,account,if_marital,if_default,if_housing,if_loan,if_active_selling,duration,label,occupation_cleaner,occupation_management,occupation_own-business,occupation_production,occupation_retired,occupation_services,occupation_student,occupation_technician,occupation_unemployed,education_primary,education_secondary,education_unknown
30,-388,yes,yes,yes,no,yes,263,0,no,no,yes,no,no,no,no,no,no,no,yes,no
37,236,yes,no,no,no,no,438,0,no,no,no,yes,no,no,no,no,no,no,yes,no
42,284,no,no,no,no,no,1173,0,no,yes,no,no,no,no,no,no,no,no,yes,no
31,532,no,no,yes,no,no,90,0,no,no,yes,no,no,no,no,no,no,no,yes,no
34,18,no,no,no,no,no,324,0,no,no,no,yes,no,no,no,no,no,yes,no,no
46,1232,yes,no,no,yes,no,300,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,-199,no,no,no,no,no,78,0,no,no,no,yes,no,no,no,no,no,no,yes,no
48,6613,yes,no,no,no,no,159,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,319,no,no,yes,no,no,565,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,61,yes,no,yes,no,no,529,0,no,no,no,no,no,yes,no,no,no,no,yes,no
32,136,yes,no,no,no,yes,206,1,no,no,no,yes,no,no,no,no,no,no,yes,no
51,146,yes,no,no,no,no,132,0,no,no,yes,no,no,no,no,no,no,no,no,no
55,0,no,no,no,no,no,222,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,15,yes,no,no,yes,no,190,0,no,no,yes,no,no,no,no,no,no,no,yes,no
41,30,yes,no,no,no,yes,460,1,no,no,yes,no,no,no,no,no,no,no,yes,no
50,0,no,no,yes,no,yes,174,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,0,no,no,no,no,no,100,0,no,no,no,no,no,no,yes,no,no,no,no,no
43,229,no,no,yes,yes,yes,163,0,no,yes,no,no,no,no,no,no,no,no,yes,no
45,11,no,yes,no,no,no,489,1,no,no,no,no,no,no,no,no,yes,yes,no,no
30,157,no,no,yes,no,no,74,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,898,yes,no,no,no,yes,578,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,797,no,no,yes,no,yes,54,0,no,no,no,no,no,yes,no,no,no,no,yes,no
26,760,no,no,yes,no,no,456,1,no,no,no,no,no,no,no,no,no,no,no,no
28,2806,no,no,no,no,yes,285,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,116,yes,no,no,no,yes,361,0,no,no,yes,no,no,no,no,no,no,no,yes,no
27,527,no,no,yes,no,yes,118,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,-15,no,no,yes,no,no,278,0,no,no,no,no,no,no,no,no,yes,no,yes,no
32,490,no,no,yes,no,no,94,0,no,no,no,no,no,no,no,no,no,no,no,no
42,4617,yes,no,yes,no,no,543,0,no,yes,no,no,no,no,no,no,no,no,no,no
62,569,yes,no,no,no,no,187,1,no,no,no,no,yes,no,no,no,no,no,yes,no
46,358,no,no,no,no,no,259,0,no,no,no,yes,no,no,no,no,no,yes,no,no
49,199,yes,no,yes,no,no,28,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,3254,no,no,yes,no,yes,207,1,no,no,no,no,no,no,no,yes,no,no,yes,no
41,-940,yes,no,yes,yes,no,206,0,no,no,no,yes,no,no,no,no,no,no,yes,no
30,2278,yes,no,no,yes,yes,47,0,no,no,no,no,no,no,no,yes,no,no,yes,no
34,0,yes,no,no,no,no,589,0,no,no,no,no,no,no,no,yes,no,no,no,no
42,-178,no,no,yes,no,no,178,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,1656,no,no,yes,no,no,208,0,no,no,no,no,no,yes,no,no,no,no,yes,no
25,6400,no,no,no,no,yes,100,0,no,no,no,no,no,no,yes,no,no,no,yes,no
30,120,no,no,yes,no,yes,74,0,no,no,no,no,no,no,no,yes,no,no,yes,no
47,1639,no,no,no,no,yes,349,1,no,no,no,no,no,yes,no,no,no,no,no,no
24,736,no,no,yes,no,no,442,1,no,yes,no,no,no,no,no,no,no,no,no,no
27,105,no,no,yes,no,yes,179,0,no,no,no,no,no,no,no,no,no,no,yes,no
36,1130,yes,no,no,no,no,223,0,no,no,no,no,no,no,no,yes,no,no,yes,no
40,3559,yes,no,yes,no,no,138,0,no,no,no,no,no,yes,no,no,no,yes,no,no
61,182,yes,no,no,no,yes,335,0,yes,no,no,no,no,no,no,no,no,yes,no,no
38,563,yes,no,yes,no,yes,287,0,no,no,no,yes,no,no,no,no,no,yes,no,no
33,347,yes,no,yes,no,no,7,0,no,no,no,no,no,no,no,no,no,no,yes,no
33,134,no,no,no,no,no,79,0,no,yes,no,no,no,no,no,no,no,no,no,no
45,627,yes,no,yes,no,yes,271,0,no,no,no,no,no,yes,no,no,no,yes,no,no
46,0,no,no,no,no,no,27,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,432,no,no,no,no,no,559,0,no,no,no,no,no,no,no,yes,no,no,yes,no
33,177,yes,no,yes,yes,no,22,0,no,no,no,no,no,no,no,yes,no,no,yes,no
29,1669,no,no,no,no,yes,196,0,no,no,no,no,no,no,no,yes,no,no,no,no
39,100,yes,no,yes,no,yes,132,0,no,no,no,no,no,yes,no,no,no,no,yes,no
58,807,yes,no,yes,no,yes,57,0,no,no,no,yes,no,no,no,no,no,no,no,yes
47,392,no,no,yes,yes,yes,125,0,no,no,yes,no,no,no,no,no,no,no,yes,no
33,-923,yes,no,yes,no,no,237,0,no,no,no,yes,no,no,no,no,no,no,no,yes
32,41,yes,no,yes,yes,no,117,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,499,no,no,yes,no,yes,145,0,no,yes,no,no,no,no,no,no,no,no,no,no
59,7668,no,no,no,no,yes,124,0,no,yes,no,no,no,no,no,no,no,no,no,no
43,-213,yes,no,no,yes,no,543,0,no,yes,no,no,no,no,no,no,no,no,yes,no
25,1608,no,no,no,no,no,664,1,no,no,no,no,no,no,yes,no,no,no,yes,no
47,7708,yes,no,yes,no,no,157,0,no,yes,no,no,no,no,no,no,no,no,no,no
24,125,no,no,no,no,yes,263,1,no,no,no,no,no,no,yes,no,no,no,yes,no
27,1347,no,no,no,no,yes,824,1,no,no,no,no,no,yes,no,no,no,no,yes,no
36,1503,yes,no,no,no,yes,138,0,no,no,no,yes,no,no,no,no,no,yes,no,no
38,1679,yes,no,yes,no,no,21,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,126,no,no,no,no,yes,170,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,863,no,no,no,no,no,481,0,no,yes,no,no,no,no,no,no,no,no,no,no
53,4086,yes,no,no,no,no,14,0,no,yes,no,no,no,no,no,no,no,yes,no,no
38,8953,no,no,no,yes,yes,301,0,no,yes,no,no,no,no,no,no,no,no,no,no
48,4459,yes,no,yes,no,yes,536,0,no,no,no,no,no,no,no,no,no,yes,no,no
26,-74,no,no,yes,no,yes,147,0,no,no,no,no,no,yes,no,no,no,no,yes,no
30,26,yes,no,no,no,no,55,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,158,no,no,yes,no,no,728,0,no,no,no,yes,no,no,no,no,no,yes,no,no
60,362,yes,no,no,yes,yes,326,0,no,no,yes,no,no,no,no,no,no,yes,no,no
33,3404,no,no,yes,no,no,312,0,no,no,no,no,no,no,yes,no,no,no,no,no
45,1477,yes,no,yes,no,yes,355,0,no,no,no,no,no,no,no,yes,no,no,yes,no
28,2114,yes,no,no,yes,yes,79,0,no,no,no,no,no,yes,no,no,no,no,yes,no
37,147,yes,no,yes,no,no,25,0,no,no,no,no,no,no,no,no,no,no,yes,no
56,151,no,no,yes,no,no,16,0,no,no,yes,no,no,no,no,no,no,no,no,no
43,0,yes,no,yes,no,no,280,0,no,yes,no,no,no,no,no,no,no,no,no,no
45,1003,yes,no,yes,no,yes,444,0,no,no,no,yes,no,no,no,no,no,no,yes,no
43,-173,no,no,no,yes,no,119,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,0,no,no,yes,yes,no,117,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,847,no,no,yes,no,no,85,0,no,no,no,no,no,no,no,no,no,no,yes,no
36,753,yes,no,no,no,no,76,0,no,yes,no,no,no,no,no,no,no,no,no,no
25,541,yes,no,yes,no,yes,607,0,no,no,no,no,no,no,no,no,no,no,yes,no
53,913,no,no,no,no,no,173,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,1815,no,no,no,no,yes,387,0,no,no,no,no,no,no,no,no,no,no,no,yes
33,4402,yes,no,yes,no,no,380,0,no,no,no,no,no,yes,no,no,no,no,yes,no
55,0,yes,no,no,no,no,341,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,-154,no,no,no,no,yes,201,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,703,yes,no,yes,no,yes,342,1,no,yes,no,no,no,no,no,no,no,no,no,no
28,1285,no,no,no,no,no,29,0,no,no,no,yes,no,no,no,no,no,no,yes,no
59,3390,no,no,no,no,no,43,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,1166,no,no,yes,no,yes,207,0,no,no,no,no,no,no,no,yes,no,no,no,no
31,1798,no,no,yes,no,yes,393,0,no,no,no,no,no,no,no,yes,no,no,no,no
52,261,yes,no,yes,no,no,437,0,no,yes,no,no,no,no,no,no,no,no,no,no
54,1016,no,no,yes,no,no,643,0,no,no,yes,no,no,no,no,no,no,no,yes,no
56,206,yes,no,no,no,yes,315,0,no,no,no,yes,no,no,no,no,no,yes,no,no
57,501,yes,no,yes,yes,no,105,0,yes,no,no,no,no,no,no,no,no,yes,no,no
60,4256,yes,no,yes,no,no,239,1,no,no,no,no,no,yes,no,no,no,no,no,no
33,671,no,no,no,no,no,45,0,no,no,no,no,no,no,no,yes,no,no,yes,no
37,450,no,no,yes,yes,yes,15,0,no,no,no,no,no,no,no,no,no,no,yes,no
28,-260,no,no,yes,no,no,170,0,no,no,no,no,no,yes,no,no,no,no,yes,no
39,-367,yes,no,yes,no,no,667,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,525,yes,no,yes,yes,yes,159,0,no,no,no,no,no,yes,no,no,no,no,yes,no
47,1192,no,no,yes,no,no,217,0,no,no,no,no,no,no,no,no,no,no,no,no
33,2975,yes,no,yes,no,yes,207,0,no,no,no,no,no,yes,no,no,no,no,yes,no
42,1307,yes,no,yes,no,no,135,0,no,no,no,yes,no,no,no,no,no,no,yes,no
55,1464,no,no,yes,no,yes,92,0,no,yes,no,no,no,no,no,no,no,no,no,no
28,293,yes,no,yes,no,yes,230,0,no,no,no,no,no,no,no,no,yes,no,yes,no
30,855,no,no,yes,no,no,235,0,no,no,no,yes,no,no,no,no,no,no,yes,no
37,-3,yes,yes,no,no,no,122,0,no,no,no,no,no,no,no,yes,no,no,yes,no
49,1854,yes,no,yes,no,no,173,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,676,yes,no,no,no,yes,1182,1,no,yes,no,no,no,no,no,no,no,no,no,no
44,-57,no,no,yes,no,yes,234,0,no,no,no,yes,no,no,no,no,no,yes,no,no
26,786,no,no,yes,yes,no,103,0,no,no,no,yes,no,no,no,no,no,no,yes,no
27,35,no,no,no,no,yes,255,0,no,yes,no,no,no,no,no,no,no,no,yes,no
50,216,yes,no,yes,no,no,195,0,no,no,no,yes,no,no,no,no,no,yes,no,no
33,3915,yes,no,no,no,no,65,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,2456,yes,no,yes,no,yes,1151,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,101,no,no,yes,no,yes,369,0,no,no,no,no,no,yes,no,no,no,no,yes,no
59,0,yes,no,yes,no,no,20,0,no,no,no,no,yes,no,no,no,no,yes,no,no
44,20,no,no,no,no,yes,98,0,no,no,no,no,no,yes,no,no,no,no,yes,no
55,1233,yes,no,no,no,no,97,0,yes,no,no,no,no,no,no,no,no,yes,no,no
27,3064,no,no,no,yes,yes,389,0,no,no,no,no,no,no,no,yes,no,no,no,no
31,537,yes,no,yes,no,yes,216,1,no,yes,no,no,no,no,no,no,no,no,no,no
26,96,no,no,no,no,yes,349,1,no,no,no,no,no,no,no,no,no,no,yes,no
41,2185,yes,no,yes,no,no,157,0,no,no,no,no,no,no,no,yes,no,no,yes,no
52,-585,yes,no,yes,yes,no,201,0,no,no,no,no,no,yes,no,no,no,yes,no,no
35,0,yes,no,no,yes,yes,17,0,yes,no,no,no,no,no,no,no,no,yes,no,no
44,4425,yes,no,no,no,no,477,0,no,yes,no,no,no,no,no,no,no,no,yes,no
52,0,yes,no,no,no,no,91,0,no,no,no,no,no,no,no,no,no,no,yes,no
66,0,yes,no,no,no,yes,701,0,no,no,yes,no,no,no,no,no,no,yes,no,no
51,428,yes,no,no,yes,no,145,0,no,no,no,no,no,no,no,yes,no,no,yes,no
26,-333,no,no,no,yes,yes,692,0,no,no,no,yes,no,no,no,no,no,no,yes,no
37,5742,no,no,yes,yes,yes,588,0,no,no,no,yes,no,no,no,no,no,no,yes,no
33,0,yes,no,yes,no,yes,88,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,3016,yes,no,yes,no,no,80,0,no,yes,no,no,no,no,no,no,no,no,no,no
50,173,yes,no,yes,no,no,7,0,no,no,no,yes,no,no,no,no,no,no,yes,no
41,1245,yes,no,yes,no,yes,123,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,297,yes,no,yes,no,yes,480,0,no,no,no,yes,no,no,no,no,no,no,yes,no
26,313,no,no,no,yes,yes,199,1,no,no,no,no,no,no,no,no,no,no,no,no
35,5304,yes,no,yes,no,yes,340,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,369,yes,no,yes,yes,no,89,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,4460,yes,no,no,no,no,168,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,1660,yes,no,yes,no,yes,259,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,4,yes,no,yes,no,no,76,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,1086,no,no,no,no,yes,92,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,-535,no,yes,yes,no,yes,163,0,no,no,no,yes,no,no,no,no,no,no,yes,no
38,-40,yes,no,yes,no,yes,227,0,no,no,no,yes,no,no,no,no,no,no,yes,no
45,256,yes,no,no,no,no,119,0,no,no,no,no,no,no,no,yes,no,no,yes,no
35,458,no,no,yes,no,no,1091,0,no,no,no,no,no,no,no,yes,no,no,no,no
44,1036,yes,no,no,no,yes,491,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,557,yes,no,yes,yes,no,148,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,508,yes,no,no,no,yes,795,0,no,no,no,no,no,no,no,yes,no,no,yes,no
52,6353,yes,no,yes,yes,no,361,0,no,no,yes,no,no,no,no,no,no,no,yes,no
33,1604,yes,no,no,no,no,78,0,no,no,no,no,no,no,no,no,no,no,yes,no
36,189,yes,no,yes,no,yes,632,0,no,no,yes,no,no,no,no,no,no,no,yes,no
32,12,no,no,yes,no,yes,242,0,no,no,no,no,no,no,no,no,no,no,yes,no
59,4445,yes,no,no,no,no,96,0,no,no,no,no,no,no,no,yes,no,no,no,no
31,-6,yes,yes,no,yes,no,94,0,yes,no,no,no,no,no,no,no,no,no,no,yes
51,4917,yes,no,no,no,yes,113,1,no,yes,no,no,no,no,no,no,no,no,no,no
32,1484,yes,no,yes,no,no,363,0,no,no,no,yes,no,no,no,no,no,no,yes,no
47,184,no,no,yes,no,yes,144,0,no,yes,no,no,no,no,no,no,no,no,no,yes
24,-122,no,yes,yes,no,yes,1000,1,no,no,no,no,no,yes,no,no,no,no,yes,no
37,-483,yes,yes,yes,yes,no,70,0,no,no,no,no,no,yes,no,no,no,yes,no,no
26,0,no,no,no,no,no,362,0,no,no,no,no,no,no,no,yes,no,no,yes,no
47,278,yes,no,yes,no,yes,51,0,no,no,no,no,no,yes,no,no,no,no,yes,no
35,692,no,no,yes,no,yes,129,0,no,no,no,no,no,no,no,yes,no,no,no,no
40,695,yes,no,yes,no,yes,270,0,no,no,no,no,no,yes,no,no,no,no,yes,no
53,1467,no,no,yes,no,yes,124,0,no,no,no,no,no,yes,no,no,no,no,yes,no
57,1577,yes,no,yes,no,no,908,0,no,no,no,no,no,yes,no,no,no,no,yes,no
56,23,no,no,no,no,no,108,0,no,no,no,no,no,yes,no,no,no,yes,no,no
36,162,yes,no,yes,yes,no,340,0,no,no,no,no,no,no,no,no,no,no,yes,no
43,1311,yes,no,yes,no,yes,746,0,no,no,no,yes,no,no,no,no,no,no,yes,no
27,827,no,no,yes,no,yes,73,0,no,no,no,no,no,no,no,no,no,no,yes,no
38,2,no,yes,no,no,no,291,0,no,no,yes,no,no,no,no,no,no,no,yes,no
33,0,yes,no,yes,no,no,535,1,no,yes,no,no,no,no,no,no,no,no,no,no
36,335,no,no,no,no,yes,5,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,1045,yes,no,yes,yes,yes,149,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,1055,no,no,no,no,no,32,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,935,no,no,yes,no,yes,71,0,no,no,yes,no,no,no,no,no,no,no,no,no
40,595,no,no,yes,no,no,406,1,no,no,no,no,no,no,yes,no,no,no,yes,no
28,112,yes,no,yes,yes,yes,145,0,no,no,yes,no,no,no,no,no,no,no,no,no
34,318,no,no,yes,no,yes,40,0,no,no,yes,no,no,no,no,no,no,no,yes,no
32,1306,no,no,no,no,yes,517,0,no,no,no,no,no,no,no,yes,no,no,no,no
22,279,no,no,yes,no,yes,270,0,no,no,no,no,no,yes,no,no,no,no,yes,no
48,1850,yes,no,yes,no,yes,61,0,no,no,no,yes,no,no,no,no,no,yes,no,no
40,6008,yes,no,yes,no,yes,989,0,no,yes,no,no,no,no,no,no,no,no,no,no
25,1765,no,no,yes,no,no,111,0,no,no,no,no,no,no,yes,no,no,no,yes,no
56,281,yes,no,no,no,yes,185,0,no,no,no,no,yes,no,no,no,no,no,no,no
26,141,no,no,yes,no,no,19,0,no,no,no,no,no,no,no,no,no,no,yes,no
32,4908,yes,no,no,yes,no,491,0,no,no,no,no,no,yes,no,no,no,no,no,no
55,244,yes,no,yes,no,yes,171,0,no,no,no,no,no,yes,no,no,no,no,yes,no
25,937,yes,no,yes,no,yes,115,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,147,yes,no,yes,no,no,80,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,-575,no,yes,yes,no,no,24,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,319,yes,no,yes,no,no,774,1,no,no,no,yes,no,no,no,no,no,yes,no,no
31,118,no,no,no,no,yes,50,0,no,no,no,no,no,no,no,yes,no,no,yes,no
90,712,no,no,no,no,yes,557,1,no,no,no,no,yes,no,no,no,no,yes,no,no
36,977,no,no,no,no,no,172,0,no,no,yes,no,no,no,no,no,no,no,no,no
36,331,yes,no,no,no,no,239,0,no,no,no,no,no,no,no,yes,no,no,yes,no
35,2080,yes,no,yes,no,no,266,0,no,no,no,no,no,no,no,no,yes,no,yes,no
30,363,no,no,no,no,no,171,0,no,no,no,yes,no,no,no,no,no,no,yes,no
48,337,yes,no,no,no,no,770,0,no,no,no,no,no,yes,no,no,no,yes,no,no
41,410,yes,no,yes,no,no,85,0,no,no,no,yes,no,no,no,no,no,yes,no,no
71,392,no,no,no,no,no,276,1,no,no,no,no,yes,no,no,no,no,no,no,yes
31,396,no,no,yes,no,yes,104,0,no,no,no,no,no,no,no,no,no,no,yes,no
47,0,yes,no,yes,no,no,138,0,no,yes,no,no,no,no,no,no,no,no,no,no
44,268,yes,no,no,no,no,127,0,no,no,no,yes,no,no,no,no,no,no,yes,no
56,694,no,no,no,no,yes,144,1,no,no,no,no,yes,no,no,no,no,yes,no,no
60,2479,no,no,yes,yes,yes,157,0,no,no,no,no,yes,no,no,no,no,no,yes,no
38,1021,yes,no,no,no,no,87,0,no,yes,no,no,no,no,no,no,no,no,no,no
42,1540,yes,no,yes,yes,yes,158,0,no,no,no,yes,no,no,no,no,no,no,yes,no
59,646,yes,no,yes,no,yes,140,0,no,no,no,no,yes,no,no,no,no,yes,no,no
31,42,yes,no,yes,no,no,185,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,-16,yes,no,yes,yes,yes,78,0,no,no,no,no,no,yes,no,no,no,no,yes,no
32,1539,yes,no,yes,yes,no,218,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,4321,no,no,yes,no,no,257,0,no,no,no,no,no,no,no,yes,no,no,no,no
43,465,no,no,no,no,no,78,0,no,yes,no,no,no,no,no,no,no,no,yes,no
46,-267,yes,no,no,no,no,249,0,no,yes,no,no,no,no,no,no,no,no,no,no
48,0,yes,no,yes,no,yes,123,0,no,no,no,no,no,no,no,yes,no,no,yes,no
38,110,no,no,no,no,no,1051,1,no,no,no,no,no,no,no,yes,no,no,no,no
59,1341,yes,no,no,no,no,154,0,no,no,no,no,yes,no,no,no,no,no,yes,no
50,4,yes,no,no,no,yes,51,0,yes,no,no,no,no,no,no,no,no,yes,no,no
24,183,yes,no,yes,no,no,453,0,no,no,no,no,no,yes,no,no,no,no,yes,no
26,242,yes,no,yes,no,no,117,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,-259,yes,no,yes,no,no,124,0,no,no,no,no,no,no,no,yes,no,no,yes,no
49,78,yes,no,no,no,yes,139,0,yes,no,no,no,no,no,no,no,no,yes,no,no
30,1541,no,no,no,no,no,471,1,no,yes,no,no,no,no,no,no,no,no,no,no
56,0,yes,no,no,no,no,82,0,no,no,no,yes,no,no,no,no,no,yes,no,no
83,4761,yes,no,no,no,yes,659,1,no,no,no,no,yes,no,no,no,no,no,no,no
40,0,no,no,no,yes,no,91,0,no,no,no,yes,no,no,no,no,no,no,no,yes
23,508,no,no,no,no,yes,544,0,no,no,no,no,no,no,yes,no,no,no,no,no
48,840,no,no,no,no,yes,196,0,no,no,no,no,no,no,no,no,yes,yes,no,no
48,598,yes,no,no,no,no,152,0,no,yes,no,no,no,no,no,no,no,no,no,yes
26,255,no,no,no,no,yes,457,1,no,no,no,no,no,no,no,no,no,no,yes,no
39,230,yes,no,yes,yes,yes,38,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,131,no,no,yes,no,yes,322,1,no,no,no,no,no,no,no,no,no,no,yes,no
59,671,yes,no,yes,no,no,57,0,no,no,yes,no,no,no,no,no,no,yes,no,no
36,-502,yes,no,yes,no,no,22,0,no,no,yes,no,no,no,no,no,no,no,no,no
56,277,yes,no,no,no,yes,143,0,no,no,no,no,yes,no,no,no,no,no,yes,no
55,761,yes,no,yes,no,yes,28,0,no,no,no,no,no,yes,no,no,no,no,yes,no
29,507,no,no,yes,no,no,20,0,no,no,no,no,no,no,no,no,no,no,no,no
54,1411,yes,no,no,no,no,56,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,595,yes,no,yes,no,no,334,0,no,no,no,no,no,no,no,no,no,yes,no,no
35,0,yes,no,no,no,no,64,0,no,no,yes,no,no,no,no,no,no,no,yes,no
43,14355,yes,no,no,no,no,52,0,no,yes,no,no,no,no,no,no,no,no,no,no
39,2,yes,no,yes,no,no,174,0,no,no,no,no,no,yes,no,no,no,no,yes,no
24,653,no,no,yes,no,no,247,0,no,yes,no,no,no,no,no,no,no,no,yes,no
46,3749,no,no,yes,no,no,69,0,no,no,no,no,no,no,no,no,no,no,no,no
30,223,no,no,no,no,no,106,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,1717,no,no,no,no,no,206,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,284,no,no,yes,no,yes,855,1,no,no,no,no,no,no,no,no,yes,no,yes,no
60,1349,no,no,no,yes,no,198,0,no,no,no,no,yes,no,no,no,no,no,no,no
38,981,yes,no,yes,yes,no,134,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,1053,yes,no,yes,no,no,194,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,1340,no,no,yes,no,no,287,0,no,yes,no,no,no,no,no,no,no,no,no,no
28,-395,no,no,yes,no,no,141,0,no,no,yes,no,no,no,no,no,no,no,yes,no
29,2196,no,no,no,no,yes,215,1,yes,no,no,no,no,no,no,no,no,no,no,no
47,4397,yes,no,yes,no,yes,110,0,yes,no,no,no,no,no,no,no,no,no,yes,no
33,2184,yes,no,yes,no,yes,151,0,no,no,no,no,no,yes,no,no,no,no,yes,no
37,0,yes,no,yes,no,yes,54,0,no,no,no,yes,no,no,no,no,no,no,yes,no
67,2027,no,no,no,no,no,161,1,no,no,no,no,yes,no,no,no,no,yes,no,no
51,108,yes,no,no,no,no,169,0,no,yes,no,no,no,no,no,no,no,yes,no,no
32,0,yes,no,yes,no,yes,90,0,yes,no,no,no,no,no,no,no,no,yes,no,no
29,8,yes,no,yes,yes,yes,627,1,no,no,no,yes,no,no,no,no,no,no,yes,no
29,313,no,no,no,yes,no,227,0,no,no,no,no,no,no,no,yes,no,no,no,no
60,3876,yes,no,no,yes,no,445,0,no,yes,no,no,no,no,no,no,no,no,no,no
44,561,yes,no,yes,no,no,613,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,613,no,no,no,no,no,86,0,no,yes,no,no,no,no,no,no,no,no,no,no
55,625,yes,no,no,no,no,88,0,no,no,yes,no,no,no,no,no,no,no,no,no
35,0,yes,no,yes,yes,no,123,0,no,no,no,yes,no,no,no,no,no,no,yes,no
53,-166,yes,no,no,yes,no,70,0,no,no,no,no,no,yes,no,no,no,yes,no,no
41,-326,yes,no,yes,yes,no,86,0,no,no,yes,no,no,no,no,no,no,no,no,no
46,5993,no,no,no,no,yes,165,0,no,yes,no,no,no,no,no,no,no,no,yes,no
45,-11,no,no,yes,no,yes,247,0,no,no,no,no,no,no,no,no,no,no,yes,no
33,129,no,no,yes,no,yes,128,0,no,no,no,no,no,no,no,yes,no,no,no,no
52,2216,yes,no,yes,yes,yes,161,0,no,yes,no,no,no,no,no,no,no,no,yes,no
34,3,no,no,no,no,no,16,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,3300,no,no,no,no,yes,1571,1,no,no,no,no,no,no,yes,no,no,no,no,no
45,3395,yes,no,yes,no,yes,215,0,no,no,no,no,no,no,no,yes,no,no,yes,no
53,173,no,no,no,yes,no,412,0,no,no,no,no,no,no,no,yes,no,no,yes,no
26,535,no,no,yes,no,no,21,0,no,no,no,yes,no,no,no,no,no,yes,no,no
50,290,yes,no,no,yes,no,50,0,no,yes,no,no,no,no,no,no,no,no,no,no
20,76,no,no,yes,no,no,639,1,no,no,no,yes,no,no,no,no,no,no,yes,no
27,-266,no,no,no,yes,no,162,0,no,no,no,no,no,yes,no,no,no,no,yes,no
35,0,no,no,no,no,no,669,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,1604,yes,no,no,yes,yes,625,1,no,no,no,no,no,no,no,no,no,no,yes,no
41,-370,yes,no,yes,no,no,233,0,no,yes,no,no,no,no,no,no,no,no,no,no
40,60,yes,no,no,yes,yes,36,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,20,no,no,yes,no,no,766,0,no,yes,no,no,no,no,no,no,no,no,no,no
43,122,yes,no,yes,no,no,355,0,no,no,no,no,no,yes,no,no,no,no,yes,no
28,13186,yes,no,yes,no,no,466,0,no,yes,no,no,no,no,no,no,no,no,no,no
53,529,yes,no,yes,no,yes,558,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,1389,yes,no,yes,no,no,189,0,no,no,no,no,no,no,no,yes,no,no,yes,no
28,468,no,no,yes,no,no,152,0,no,no,no,no,no,no,no,yes,no,no,yes,no
29,-150,yes,no,yes,no,yes,328,0,no,no,no,no,no,no,no,no,no,no,yes,no
30,317,no,no,no,no,no,134,0,no,yes,no,no,no,no,no,no,no,no,no,no
